epoch,lr-AdamW/non-decayable,lr-AdamW/normal,n_learnable_parameters,n_parameters,scale/many-body/C,step,test/test/energy_mae,test/test/energy_rmse,test/test/forces_mae,test/test/forces_rmse,test/test/forces_rmse_batchwise,test/test/per_atom_energy_mae,test/test/per_atom_energy_rmse,test/train/energy_mae,test/train/energy_rmse,test/train/forces_mae,test/train/forces_rmse,test/train/forces_rmse_batchwise,test/train/per_atom_energy_mae,test/train/per_atom_energy_rmse,test/valid/energy_mae,test/valid/energy_rmse,test/valid/forces_mae,test/valid/forces_rmse,test/valid/forces_rmse_batchwise,test/valid/per_atom_energy_mae,test/valid/per_atom_energy_rmse,timer/its_per_s/train,timer/its_per_s/valid,timer/step_duration_ms/train,timer/step_duration_ms/valid,train/loss/forces_rmse_batchwise_weighted,train/loss/per_atom_energy_rmse_batchwise_weighted,train/loss/total,train/metrics/forces_rmse_batchwise,train/metrics/per_atom_energy_rmse_batchwise,valid/loss/forces_rmse_batchwise_weighted,valid/loss/per_atom_energy_rmse_batchwise_weighted,valid/loss/total,valid/metrics/energy_mae,valid/metrics/energy_rmse,valid/metrics/forces_mae,valid/metrics/forces_rmse,valid/metrics/forces_rmse_batchwise,valid/metrics/per_atom_energy_mae,valid/metrics/per_atom_energy_rmse,valid/metrics/per_atom_energy_rmse_batchwise
,0.01,0.01,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,699,,,,,,,,,,,,,,,,,,,,,,41.66666793823242,,24.0,,0.4586006700992584,0.0787292942404747,0.5373299717903137,0.4586006700992584,0.0787292942404747,,,,,,,,,,,
,,,,,2.4351141452789307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,54.9450569152832,,19.0,,,,,,0.48251691460609436,0.0761549323797226,0.5586718320846558,12.358470916748047,15.536810874938965,0.3687625825405121,0.48290523886680603,0.48251691460609436,0.06179244443774223,0.0776837021112442,0.0761549323797226
,0.01,0.01,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.4357032775878906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,727,,,,,,,,,,,,,,,,,,,,,,,54.4039306640625,,19.25,,,,,,0.4794364273548126,0.051194604486227036,0.5306310057640076,8.725838661193848,10.616820335388184,0.36522841453552246,0.47985804080963135,0.4794364273548126,0.043630246073007584,0.05308488756418228,0.051194604486227036
,0.01,0.01,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,749,,,,,,,,,,,,,,,,,,,,,,30.303030014038086,,33.0,,0.44371533393859863,0.07642165571451187,0.5201370120048523,0.44371533393859863,0.07642165571451187,,,,,,,,,,,
,,,,,2.437124490737915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,755,,,,,,,,,,,,,,,,,,,,,,,54.4039306640625,,19.25,,,,,,0.47450628876686096,0.058409444987773895,0.5329157710075378,9.554542541503906,11.932451248168945,0.36232754588127136,0.47489580512046814,0.47450628876686096,0.04777216166257858,0.059662651270627975,0.058409444987773895
,0.01,0.01,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.438735246658325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,53.36873245239258,,19.75,,,,,,0.4809974431991577,0.14677593111991882,0.6277734041213989,27.502134323120117,29.473493576049805,0.3685859143733978,0.4813295006752014,0.4809974431991577,0.13751079142093658,0.14736740291118622,0.14677593111991882
,0.01,0.01,,,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,799,,,,,,,,,,,,,,,,,,,,,,29.41176414489746,,34.0,,0.4697791635990143,0.07514912635087967,0.5449283123016357,0.4697791635990143,0.07514912635087967,,,,,,,,,,,
,,,,,2.439509153366089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,811,,,,,,,,,,,,,,,,,,,,,,,53.96397018432617,,19.5,,,,,,0.4713513255119324,0.08881038427352905,0.5601617097854614,15.76736068725586,17.89945411682129,0.35969650745391846,0.4716789424419403,0.4713513255119324,0.07883481681346893,0.08949536085128784,0.08881038427352905
